sample	unclassified-kra_ERR9709202_	unclassified-kra_ERR9709203_	unclassified-kra_ERR9709204_	unclassified-kra_ERR9709206_	unclassified-kra_ERR9709208_	unclassified-kra_ERR9709209_	unclassified-kra_ERR9709210_	unclassified-kra_ERR9709211_	unclassified-kra_ERR9709212_	unclassified-kra_ERR9709213_	unclassified-kra_ERR9709214_	unclassified-kra_ERR9709215_	unclassified-kra_ERR9709216_	unclassified-kra_ERR9709217_	unclassified-kra_ERR9709218_	unclassified-kra_ERR9709219_	unclassified-kra_ERR9709220_	unclassified-kra_ERR9709221_	unclassified-kra_ERR9709222_	unclassified-kra_ERR9709223_	unclassified-kra_ERR9709224_	unclassified-kra_ERR9709225_	unclassified-kra_ERR9709226_	unclassified-kra_ERR9709227_	unclassified-kra_ERR9709228_	unclassified-kra_ERR9709229_	unclassified-kra_ERR9709230_	unclassified-kra_ERR9709231_	unclassified-kra_ERR9709234_	unclassified-kra_ERR9709235_	unclassified-kra_ERR9709236_	unclassified-kra_ERR9709238_	unclassified-kra_ERR9709240_	unclassified-kra_ERR9709241_	unclassified-kra_ERR9709242_	unclassified-kra_ERR9709243_	unclassified-kra_ERR9709244_	unclassified-kra_ERR9709245_	unclassified-kra_ERR9709246_	unclassified-kra_ERR9709247_	unclassified-kra_ERR9709248_	unclassified-kra_ERR9709249_	unclassified-kra_ERR9709251_	unclassified-kra_ERR9709252_	unclassified-kra_ERR9709253_
unclassified-kra_ERR9709202_	0.0	0.0028612483191819884	0.005979848535394324	0.0061341481318408966	0.006140669787379404	0.00625923493564332	0.006096632915886102	0.006180105146833315	0.006211668086224752	0.006253621596016506	0.006419822770514076	0.006283912295794052	0.006375852344986544	0.006245993397369328	0.006250192122075492	0.006106140297853676	0.006402203429198715	0.00633421410878595	0.0028645708017636697	0.003938442433670922	0.006119717989944232	0.006336986723225491	0.003921859561684938	0.006270250203337296	0.006261936476326447	0.0025653891794287847	0.006212882434397278	0.006316486083457761	0.006171211888561285	0.006280516422467471	0.006399435093513782	0.006200922866854453	0.006307154610400255	0.006099599946447478	0.006272621193470205	0.006343711374842194	0.006344965225848035	0.00622660034885509	0.006276951766749785	0.006131632882788538	0.006238571295459076	0.006475205126290691	0.002833279068904243	0.006122036564115408	0.006253888774794739
unclassified-kra_ERR9709203_	0.0028612483191819884	0.0	0.002445598558560163	0.002868491741418378	0.0028163347753676826	0.0031306758664766936	0.002962625060968958	0.002743816039043484	0.0029457565119737957	0.003087279059251237	0.0030326272584184286	0.002899231876136015	0.003373672297531474	0.0032111575354792877	0.003087153551970761	0.0028436598280004092	0.0030836822247044694	0.0034268595589376704	0	0	0.002736471425155522	0.003351059554101732	0.00035718306909291375	0.0030363568161277926	0.0031036486203800374	0	0.003249410667816235	0.003149572595357976	0.0030122226219288254	0.003109875261705438	0.003080463842175869	0.003066593328548312	0.003162179519765498	0.002941711500964289	0.003296361720530786	0.0032432194297961404	0.003138739413820868	0.0030452247099866906	0.003216776688560648	0.002574890636271891	0.0032780795951985204	0.0031569687403547016	0	0.0028552670890411745	0.002795863015942769
unclassified-kra_ERR9709204_	0.005979848535394324	0.002445598558560163	0.0	0.005908861133522982	0.005886986524865035	0.006074961735818828	0.005948706027067208	0.005851122065360148	0.005972729579594395	0.005976508073654158	0.006035180802303156	0.005862031171518114	0.0063754359211709195	0.006178468591512009	0.006088862257520559	0.005935474453492854	0.006140125288160808	0.006264073696076355	0.002103001060184059	0.0032571671956695943	0.005891597164805964	0.006225894006329934	0.0037540937061404916	0.006032095849356935	0.006158635669734653	0.0019293102201010234	0.006172729707940765	0.006095581649286195	0.0059545416765634	0.006054726065795107	0.0060651881060678325	0.005954940486981546	0.006113491797604233	0.0059286199749866795	0.006230838427959179	0.006232341817504404	0.0061451646109147075	0.006086015865643236	0.006107680589294648	0.005714000006103922	0.006211368226042088	0.006072961181728988	0.002448001267396	0.0058238697129522135	0.005846431762171441
unclassified-kra_ERR9709206_	0.0061341481318408966	0.002868491741418378	0.005908861133522982	0.0	0.0061261210042120855	0.006218688113337434	0.006097720011752787	0.00609785355794689	0.00619285221818953	0.006201687785140549	0.006267129365034492	0.006181712897444918	0.006377286862105907	0.006258869867606398	0.006210605003661356	0.006058910572243366	0.006338536917735657	0.006328131329344944	0.0026198347834747258	0.003760065014628674	0.006050941192758431	0.00630431901284092	0.003796350743226526	0.0062103283010069375	0.006280814974792386	0.0023559388230485574	0.006258095919862313	0.006247936023487905	0.006146563236888211	0.00621163529151494	0.006279775581324422	0.006146092110656008	0.006262357289579761	0.00606609577338507	0.006249713071308288	0.006309015290548224	0.00627693216468503	0.0062225183173749594	0.006210133836407545	0.0059727281932826235	0.006264316055043612	0.006318507185167742	0.002663599560312597	0.006070686221062934	0.006157797644071149
unclassified-kra_ERR9709208_	0.006140669787379404	0.0028163347753676826	0.005886986524865035	0.0061261210042120855	0.0	0.006265943273556387	0.006136658457805434	0.006140934084998005	0.00620281091822764	0.006175576400105399	0.006272179265550789	0.006098668802470633	0.0064331507484600425	0.006342037333337553	0.006257072194530511	0.0060874949056940846	0.006326734236919016	0.006398088033258274	0.0025869940597323085	0.00373772191761631	0.006110264136371468	0.0063658600850786725	0.0037624439494915	0.006203256230891415	0.006275715641219894	0.0023632813892140686	0.00633224603365004	0.006254419075710539	0.006140603593414177	0.006293718378498632	0.0063282011603198966	0.006200928575813881	0.006268739180828958	0.0061301946911697935	0.006307263761403415	0.006362925291161132	0.006280991503455052	0.006219262432218491	0.006182607201241877	0.005985296594728559	0.00637918894306128	0.00633188048718096	0.0025366892114356042	0.006099412772438782	0.006127125784664239
unclassified-kra_ERR9709209_	0.00625923493564332	0.0031306758664766936	0.006074961735818828	0.006218688113337434	0.006265943273556387	0.0	0.006206836569782887	0.006302444231237964	0.006182767487535706	0.0062178172156350416	0.0063362442153831276	0.006236136817702168	0.006370656564328083	0.006244827435222121	0.006286103082641538	0.006109257870972144	0.006363414219634699	0.0062768514844843875	0.003034220236086563	0.0040555495976487685	0.006050641540196867	0.006317183263809895	0.0037509921819950985	0.006194185463753698	0.00624074483654845	0.0027051041200769448	0.0061869102998610495	0.006225277353554023	0.006141429757095864	0.006285719722928199	0.006333517284610412	0.006153560318888893	0.006258420579272761	0.006204452882874721	0.006327179151586385	0.006298398927287729	0.006297412085606495	0.006248519323921098	0.006210159212146424	0.006207873459216327	0.0061743999095743105	0.006370092708868267	0.0025148235047851666	0.006123085956090044	0.006256081300137821
unclassified-kra_ERR9709210_	0.006096632915886102	0.002962625060968958	0.005948706027067208	0.006097720011752787	0.006136658457805434	0.006206836569782887	0.0	0.006184342276425401	0.006171140615914339	0.006179701178307717	0.006295858584107051	0.006169756267853915	0.006393317300667782	0.006319027311694208	0.0062755102648035955	0.00608873049777169	0.0063275368905838965	0.006337724521990044	0.0027162255593627185	0.0037312361135138786	0.006065468821140944	0.006325323457138611	0.0038675622850313854	0.006196616114082969	0.0063175006567115916	0.002486466628775454	0.006265009236240385	0.006266996085723977	0.0061481835606047	0.0062326591009896236	0.006346574525670851	0.006180621250873262	0.006272960313709387	0.006125060520026553	0.006300014636969737	0.006346495696213723	0.006259257363993034	0.0062600579727848625	0.006228629180072309	0.006021648070617426	0.006301672980769175	0.006379434257754637	0.0026649575379484166	0.006076523015077289	0.006198344939229172
unclassified-kra_ERR9709211_	0.006180105146833315	0.002743816039043484	0.005851122065360148	0.00609785355794689	0.006140934084998005	0.006302444231237964	0.006184342276425401	0.0	0.006313314239897137	0.006203956058699171	0.006239484444965516	0.006194352529560212	0.006545469631433333	0.006453118136241113	0.006329675127865894	0.006198654509828597	0.006356383098236539	0.0064746873241866105	0.002415734987373362	0.0036008579670303124	0.006172491343564679	0.00643937637824799	0.003956975370915778	0.006297429634393703	0.006321107436451772	0.0022276052947797368	0.006365387217231407	0.006371461866057929	0.006220615125484379	0.006289612346815814	0.0063225917304202415	0.00625053412318771	0.006333549983986533	0.006159668491952531	0.006408145256230137	0.00643155690666861	0.006340957335508926	0.006343174976239701	0.006345262634098648	0.0059815625306156054	0.006371733865040542	0.00632935704564002	0.002742279692956021	0.006087426013025263	0.006126536647560656
unclassified-kra_ERR9709212_	0.006211668086224752	0.0029457565119737957	0.005972729579594395	0.00619285221818953	0.00620281091822764	0.006182767487535706	0.006171140615914339	0.006313314239897137	0.0	0.006214032594047978	0.006289000331457375	0.006182945956482503	0.006345969548011535	0.006298221901940376	0.006219974484093822	0.006003960250588048	0.0063871138740124065	0.006279441564703797	0.0027099895591392617	0.003790602782016261	0.006041110585251048	0.006292445402363196	0.003900650735284125	0.006208473955054943	0.006318720777991707	0.0025095419219960274	0.006215147510452947	0.006209854600014223	0.006177893259480235	0.006280943475489443	0.006307114526114285	0.006162977968567262	0.006286728225813668	0.00622156951152193	0.006316542148733315	0.006298053866762014	0.006283974729396335	0.006215944461396883	0.006276499474756547	0.006082307671875569	0.0062056899190424935	0.006404860689985082	0.002777234182721443	0.006118503184959316	0.0061918501102255375
unclassified-kra_ERR9709213_	0.006253621596016506	0.003087279059251237	0.005976508073654158	0.006201687785140549	0.006175576400105399	0.0062178172156350416	0.006179701178307717	0.006203956058699171	0.006214032594047978	0.0	0.006230952584312358	0.006104934238218162	0.006428136014996344	0.006331638626239023	0.006352448644998479	0.006195848641109669	0.006357613010870631	0.006401014863642479	0.0027620041018648917	0.0038658808308469714	0.006086282745639266	0.006338967015935014	0.0037759573921569744	0.006228885179601238	0.0062641156795592776	0.0025362980681169246	0.006294077622490573	0.006291643345391977	0.006123987188065642	0.006242515414887064	0.00626638814582142	0.006169343455316815	0.006305639472006724	0.006230608987092009	0.00631646804700837	0.006372755637738527	0.006305959659955337	0.006246513415868474	0.006234881015333383	0.006080729040673789	0.00625949861851188	0.006336597405595867	0.002477307738571201	0.00601587959339761	0.006131218230592639
