sample	unclassified-kra_ERR9709092_	unclassified-kra_ERR9709093_	unclassified-kra_ERR9709096_	unclassified-kra_ERR9709100_	unclassified-kra_ERR9709101_	unclassified-kra_ERR9709105_	unclassified-kra_ERR9709107_	unclassified-kra_ERR9709109_	unclassified-kra_ERR9709114_	unclassified-kra_ERR9709115_	unclassified-kra_ERR9709117_	unclassified-kra_ERR9709118_	unclassified-kra_ERR9709119_	unclassified-kra_ERR9709121_	unclassified-kra_ERR9709122_	unclassified-kra_ERR9709123_	unclassified-kra_ERR9709124_	unclassified-kra_ERR9709125_	unclassified-kra_ERR9709126_	unclassified-kra_ERR9709127_	unclassified-kra_ERR9709136_	unclassified-kra_ERR9709137_	unclassified-kra_ERR9709140_	unclassified-kra_ERR9709141_	unclassified-kra_ERR9709142_	unclassified-kra_ERR9709144_	unclassified-kra_ERR9709145_	unclassified-kra_ERR9709146_	unclassified-kra_ERR9709147_	unclassified-kra_ERR9709149_	unclassified-kra_ERR9709155_	unclassified-kra_ERR9709158_	unclassified-kra_ERR9709178_	unclassified-kra_ERR9709187_	unclassified-kra_ERR9709190_	unclassified-kra_ERR9709195_	unclassified-kra_ERR9709198_	unclassified-kra_ERR9709199_	unclassified-kra_ERR9709203_	unclassified-kra_ERR9709204_	unclassified-kra_ERR9709208_	unclassified-kra_ERR9709209_	unclassified-kra_ERR9709211_	unclassified-kra_ERR9709214_	unclassified-kra_ERR9709217_	unclassified-kra_ERR9709218_	unclassified-kra_ERR9709219_	unclassified-kra_ERR9709223_	unclassified-kra_ERR9709228_	unclassified-kra_ERR9709232_	unclassified-kra_ERR9709234_	unclassified-kra_ERR9709235_	unclassified-kra_ERR9709237_	unclassified-kra_ERR9709238_	unclassified-kra_ERR9709240_	unclassified-kra_ERR9709243_	unclassified-kra_ERR9709244_	unclassified-kra_ERR9709249_	unclassified-kra_ERR9709253_	unclassified-kra_SRR12106874_	unclassified-kra_SRR12106875_	unclassified-kra_SRR12106878_	unclassified-kra_SRR12106882_	unclassified-kra_SRR12106899_	unclassified-kra_SRR12106905_	unclassified-kra_SRR12106906_	unclassified-kra_SRR12106915_	unclassified-kra_SRR12106930_	unclassified-kra_SRR12106932_	unclassified-kra_SRR12106934_	unclassified-kra_SRR12106937_	unclassified-kra_SRR12106945_	unclassified-kra_SRR12106949_	unclassified-kra_SRR12106953_	unclassified-kra_SRR12106955_	unclassified-kra_SRR12106956_	unclassified-kra_SRR12106957_
unclassified-kra_ERR9709092_	0.0	0.052364760743557226	0.06118887052519528	0.04977553997227924	0.055434075436043284	0.0652171137920663	0.06564961946720071	0.05175390830010895	0.0911274558671692	0.12195738782771037	0.08494214854821658	0.09578760401587838	0.12556196625230842	0.0784858767420753	0.0798179378560504	0.1292374029355221	0.10913503156129933	0.0833651443236022	0.09669557224066472	0.08562564953412455	0.10438679154307384	0.12259166015743339	0.11810121518359806	0.09535714535344786	0.12739760173736814	0.12017584704927997	0.10948894052663327	0.16320494425083076	0.11638143968663184	0.09467710710364918	0.12420752395775414	0.11303825185014438	0.11841996433985458	0.13111718067766054	0.13509498606050774	0.080755389717861	0.10200037188267796	0.11762690576452017	0.08920713142625136	0.09282098004493278	0.09300414976027283	0.09304353521793784	0.0935017139901706	0.0937430165037213	0.09244735553445671	0.09302689623808003	0.09214869969872597	0.09026277335929234	0.09297236782696805	0.08712919109975625	0.09318472888545426	0.09317379088853117	0.11216245750012921	0.09314036651509883	0.09310313742044707	0.09285853528456844	0.09290528540753684	0.09348451519200485	0.09308182282001243	0.09334603667292396	0.09353348920186932	0.09285781320762121	0.09291208232830772	0.09648077500405883	0.12517342598240433	0.1255975504744482	0.12610042203331928	0.0911624693630596	0.12183219631724496	0.09122887024023374	0.09167160142477881	0.09297953371304712	0.09303538961459523	0.09137148354192348	0.0941613002326499	0.09406319145056297	0.1223045036319178
unclassified-kra_ERR9709093_	0.052364760743557226	0.0	0.015384948682475863	0.024758282174979218	0.020418628709283237	0.021626591055386335	0.02119208893215274	0.02701000131839293	0.04151410278354495	0.09797063888397306	0.03595481573017267	0.03630004674022713	0.11021171470036273	0.040606856172875516	0.03327149300649346	0.11844394059606	0.08473741985116456	0.03205370067216984	0.034028425942449925	0.03896027595057161	0.06628324152419396	0.08908914099204313	0.06947531197651502	0.07021416372428446	0.08911075478805064	0.05588089666725127	0.07604390010217288	0.1488239504949882	0.06927022571764596	0.07253447802914359	0.10189976594930339	0.05996117096938547	0.06605991024884139	0.09756474734174059	0.09891994031727691	0.037435056828193924	0.04110485424382149	0.10091558923528499	0.031438479379078066	0.03385106395275106	0.03371348311094291	0.03379812848787811	0.033944338736086266	0.03406073401306986	0.033464971551252054	0.033804656321351434	0.033292761575895446	0.032773648368867314	0.03358662504066712	0.03129326352858941	0.033685390747124844	0.0338260937576379	0.048501240330035	0.03363241359545077	0.03359510311611691	0.03360545148023408	0.03377561359545844	0.034028739699730415	0.033912290185835414	0.029725224145479956	0.029525177976501782	0.02993660451976965	0.026162760929668294	0.03775640886278764	0.06075413883545955	0.06103622103563178	0.06185629959099803	0.03311529864270857	0.05849883908803577	0.03282931185932392	0.0333490014289326	0.03392261060914292	0.03357299357725829	0.033087813520901954	0.02930501500651228	0.02919129812254717	0.05875981387513296
unclassified-kra_ERR9709096_	0.06118887052519528	0.015384948682475863	0.0	0.02179090485830759	0.01615842641908416	0.022930511723285085	0.02195933035449127	0.020421955054320762	0.02827928458786655	0.08722229675302873	0.021263864406656063	0.01965212922030335	0.0985284587887103	0.029007067594856606	0.0192586554639832	0.10843326906467643	0.07142506419249628	0.016537777643284124	0.016730427117504387	0.024381036548076218	0.05170369173348843	0.07543110169346912	0.0556052320815591	0.05927832275755385	0.07620905891664675	0.037662514212953524	0.0629511556201946	0.1383820537620476	0.057784895160168714	0.06048472297657126	0.090728030311089	0.04456200071520389	0.051561107547390406	0.08635257817574571	0.0877911572420943	0.022633425020201492	0.022716857395693624	0.0883516893346632	0.012702840658715964	0.015088134340784709	0.015379594535350427	0.015625584561732353	0.01544604935400018	0.01564398620238361	0.015517139561187498	0.01543203178000463	0.015343201059287659	0.013578428709138834	0.015505629350188954	0.011810130548470466	0.01552886445803403	0.015521550168603904	0.03126518543408674	0.015567669370585735	0.01550870198563048	0.015573646469400959	0.015570692240150508	0.01570060139123375	0.01542997719986916	0.011134759187699239	0.0109595564478564	0.011667944065283153	0.006919932487439384	0.01989826810880535	0.04461086097586775	0.04485437194941877	0.04538787028840241	0.014584676072520453	0.04194148444577983	0.014699331194035548	0.015231506532354722	0.015622307474284058	0.015443047128276044	0.014776176317493062	0.010418820149754704	0.010322172020082676	0.042242093794619295
unclassified-kra_ERR9709100_	0.04977553997227924	0.024758282174979218	0.02179090485830759	0.0	0	0.03131909829973334	0.03191110732618463	0.015578809499054325	0.0381245491877501	0.08252650938252848	0.03382660653719116	0.03916889156012349	0.0898784149301951	0.03269922514901824	0.03077041093819244	0.09839846736022961	0.06779031276634062	0.031019048832776286	0.03690545301818804	0.03528353192282041	0.057169744879585815	0.0764977884031538	0.06665805956080917	0.052221474139632296	0.07979653492582173	0.06181282773225216	0.06816134527007911	0.12934125560987164	0.06511908947017475	0.05233539789393904	0.08391081699787561	0.06045273846628019	0.06847281184881826	0.0846487300365737	0.08828773866397355	0.031153088380702076	0.043579194578010294	0.07927252289572317	0.03385983325929476	0.03499393668842965	0.034802317151030104	0.034571680543012406	0.03515066620720542	0.03539796500850134	0.03458317205410377	0.03462144776142784	0.03419876934030519	0.035027934977319264	0.034846009071864525	0.03489857103837202	0.03484630908779829	0.03488382096219733	0.05308944880955946	0.0347271632783791	0.034882937762258814	0.03450479556954855	0.03474039301221665	0.03522481027089308	0.0353693963816365	0.029970715992079566	0.0298943733309589	0.03059595067986476	0.027070050530900502	0.03855288636676635	0.06748639220921027	0.06771989927002997	0.06856407677078535	0.03420255825251872	0.06375522830217639	0.03395701294079734	0.0345901625212226	0.03514631916038291	0.03489774293706449	0.034454565594936426	0.029593086417591286	0.02942790196043954	0.06388875326932852
unclassified-kra_ERR9709101_	0.055434075436043284	0.020418628709283237	0.01615842641908416	0	0.0	0.028808121270465392	0.028074210581892856	0.01997146725721688	0.032796471495945	0.08512138265108349	0.028795432303029056	0.029284641777108877	0.09585355420345809	0.033013497035532136	0.02644779602415115	0.1045252133850405	0.07022779941275026	0.024056665860571536	0.026357835800187357	0.030529807069051063	0.05556563925207236	0.07675203248558193	0.05924834020953429	0.06039561227760304	0.07907717877102183	0.04816465870381781	0.06682774883244536	0.13164779288375283	0.06096551755693791	0.06031042499715711	0.08795857839482468	0.05181309275998458	0.059324122912892796	0.08557573208674008	0.08787597514567291	0.026379385105384956	0.032363265874532865	0.08478514695245898	0.023073543685977138	0.02495819891718465	0.02513260258672212	0.025116769537631645	0.02520140746333499	0.025420494975059937	0.02493417538956222	0.025161982192323573	0.02477908447663535	0.023848257172488285	0.0252615042781692	0.022722091501101382	0.0252368396751661	0.02542249622050896	0.0449933620082531	0.025332688543043713	0.025360844780178193	0.02522952075276541	0.025290043234985293	0.025458439391670584	0.025176189161410067	0.020054034146099742	0.0201842643085115	0.020980070747333324	0.016269091275066816	0.02911942662822553	0.05953918704697381	0.059673348502176426	0.060802353065955494	0.024153484898462696	0.05559858821772112	0.024195514210977764	0.024898712223630493	0.025403711942108886	0.025243833247096892	0.0244144661565453	0.019178842388968498	0.019061501912946976	0.0561888749300552
unclassified-kra_ERR9709105_	0.0652171137920663	0.021626591055386335	0.022930511723285085	0.03131909829973334	0.028808121270465392	0.0	0	0.029903753466215433	0.044496876667508234	0.09886740804766381	0.03852820305061644	0.040305603379446775	0.10948688487048419	0.04509965517690251	0.03696258869677416	0.1198600080239316	0.0850349404916031	0.03484642097142121	0.037115610794174914	0.041366469660401584	0.06873950883788027	0.09031221728586636	0.07119604588135797	0.07119627106314108	0.09189657843881827	0.05879184611099442	0.07776189938740863	0.15057824204035553	0.0740023088698718	0.0725019229330437	0.10296286698248591	0.0622070060234422	0.06828757150785625	0.09810724192333042	0.10255469758266378	0.040809241785890626	0.043895865127419165	0.10010314130333864	0.03395518676769638	0.03618223669939058	0.03634447114684147	0.03634839530236156	0.036497704422532085	0.0365824653891319	0.03614500102089957	0.036402171495410474	0.036028319300420386	0.035047924310370404	0.03644690097620229	0.03362598983657361	0.03632401690872644	0.03655888847602573	0.05214428176832164	0.036382992021149474	0.036252816098990226	0.03637695265800389	0.03650678207636582	0.036428127360755735	0.03642393368991914	0.03236666280577949	0.03212239820188789	0.03241795960423843	0.02840198372766789	0.04045079000222962	0.06564931475175195	0.06584546740857589	0.06650595005244397	0.03566580427947885	0.06263009282013654	0.0354414181575764	0.036125253449247	0.03627716224035604	0.03637678174078929	0.03557943207946479	0.031482124972185055	0.03152262587405308	0.06293610706288644
unclassified-kra_ERR9709107_	0.06564961946720071	0.02119208893215274	0.02195933035449127	0.03191110732618463	0.028074210581892856	0	0.0	0.029267711409524	0.043017357853333604	0.09822734867292193	0.037578804307876856	0.03719467661135978	0.11081505297672034	0.04333235974721361	0.034323336591511766	0.12020361790167655	0.08493412702902003	0.033508479804284175	0.03523081442543963	0.03987809582375201	0.06696094892880633	0.08896917048931097	0.07031337518122638	0.07091311048713544	0.09037173415916522	0.056244752289342004	0.07667853997957719	0.14728087091430975	0.07223920635499781	0.07247317059781355	0.10404637443729092	0.060957761861761606	0.06678504369045424	0.0989050318232153	0.10068547940156636	0.038446939170255434	0.0415880510681893	0.10118499363374389	0.031660293767345804	0.033861362829953	0.033921630056305885	0.03411721853979677	0.03421475381461325	0.03430840839970262	0.03404511196094673	0.033873841209564715	0.03360220732477981	0.032604294363755115	0.03418853753187612	0.03125474177461818	0.03395121175953353	0.03405868523572786	0.04940817275614451	0.03395670059451228	0.034048968632430676	0.034113609533342304	0.03412821593964188	0.034237382422903306	0.03428124506333652	0.030046295410919077	0.029914188780865048	0.03035117536541687	0.02609044635895119	0.038245985475292676	0.06242836910594807	0.06269891032312824	0.06324766914224889	0.03344117587134099	0.059817068041965515	0.03332162043850306	0.033875230148130764	0.03414646188202142	0.03391379653275706	0.0332434704625163	0.02949130289655255	0.02942434975190833	0.060056909137747305
unclassified-kra_ERR9709109_	0.05175390830010895	0.02701000131839293	0.020421955054320762	0.015578809499054325	0.01997146725721688	0.029903753466215433	0.029267711409524	0.0	0.03412000939991455	0.07411124988872697	0.029484100317808237	0.034691503835516446	0.08164164553281694	0.02624289084253484	0.02541042061863641	0.08997065330098475	0.06000085094017393	0.027104598135875513	0.03297403936605159	0.03138526966880084	0.050912786207278016	0.06960847959638017	0.061491628963438516	0.044572280982641876	0.07425094625089412	0.05791536084835702	0.06052761786328442	0.12135750564584213	0.059743071321982866	0.045898757596600226	0.07644776527337627	0.05528546450788385	0.06411142879544995	0.08067089294130003	0.08387622923342275	0.02655752066938044	0.03896054682312411	0.07173470024703466	0.028927411742414533	0.030032548875158382	0.030078563513861734	0.029773739921218456	0.030429614218043688	0.030459892094289676	0.02951438645559945	0.02978174829352498	0.02945135930533549	0.02998450701091071	0.03000580566686395	0.029919636184346232	0.030109755531080418	0.030110216072305795	0.05030527819871078	0.03007554478027563	0.030012833150963036	0.029761590842008356	0.03010905720559287	0.03024916636243702	0.030131818308757663	0.0251304104691068	0.025047390219264387	0.025476761772453504	0.02143053164898956	0.03398095352957553	0.06537098031021871	0.06568444999513545	0.06661805743342308	0.029697673215437148	0.061433856378472096	0.029231035742908862	0.029697834907532306	0.030384655834718943	0.03008981551583656	0.029659132741210015	0.023993149649191525	0.02412688284516995	0.06157074419756381
unclassified-kra_ERR9709114_	0.0911274558671692	0.04151410278354495	0.02827928458786655	0.0381245491877501	0.032796471495945	0.044496876667508234	0.043017357853333604	0.03412000939991455	0.0	0.05255971774449564	0.023784971357693085	0.023856399323760158	0.08979667711193962	0.03071784641421771	0.022137467406646794	0.10256262641627323	0.0710182022800131	0.02098297420706774	0.022074662490960018	0.025715059136191876	0.0567374739654678	0.07877552046116165	0.06012927224537079	0.06385219781327012	0.08059171147516153	0.04770846761519709	0.0668536223758458	0.13634214323116234	0.0612456568586065	0.06326533776038534	0.08968275050867536	0.04994476324241681	0.061471588915851805	0.08766123844586093	0.09046625198000591	0.02874879816545517	0.03012309172680383	0.08878680436668884	0.022663276767612817	0.024631061830821976	0.02498712573567008	0.024998749722167313	0.02495429403497762	0.02522525121056618	0.024869914513498292	0.024954639015934865	0.024589913215232184	0.023559228334993465	0.02493767788420509	0.022121289102650543	0.02505790751269099	0.025119256487040165	0.04301673760885216	0.025114996183923544	0.025093537790783826	0.02498268019187766	0.02511174353595602	0.025077995702314504	0.02500232880466513	0.020322427395451204	0.020428523752134997	0.021148999975273308	0.016056260260683297	0.029388110650948596	0.056836672282611245	0.057068755697332274	0.05793850619232377	0.024285441836013444	0.053849043778410044	0.02404776665438857	0.02466562613324197	0.02533422773244043	0.025064682534250537	0.024433543895709064	0.019561498164823554	0.01934532556790336	0.054316972555769394
unclassified-kra_ERR9709115_	0.12195738782771037	0.09797063888397306	0.08722229675302873	0.08252650938252848	0.08512138265108349	0.09886740804766381	0.09822734867292193	0.07411124988872697	0.05255971774449564	0.0	0.07380347321953185	0.08450475523641365	0.10972383718793666	0.06933694292715986	0.07002849914787823	0.11869893229937845	0.10341127967070529	0.07470276015670818	0.08722830000097348	0.07296593246169036	0.10164330300284319	0.11741185222522244	0.113895264886823	0.09294933921281923	0.12461750743851141	0.11974051090954896	0.10474171499655172	0.15370866714815	0.11269036707165947	0.09160049044811736	0.12115322397619277	0.10569669056350817	0.1222059854046933	0.12770252980584096	0.13308306003598114	0.07889944061436682	0.09651918762561096	0.1148509917118884	0.0872138602803122	0.09045481326886085	0.09076793296171037	0.0910311917343476	0.09117946003669786	0.09188696829910215	0.09050327577944295	0.09088253021134762	0.08999469052134912	0.08840273998054027	0.09103590853756016	0.0851453370285612	0.09087232626039521	0.0912817650875527	0.11081068997615728	0.0911425299592481	0.09100012368771959	0.09067769149067928	0.09100858283621094	0.09138091196467546	0.09125747276126317	0.09210153203202776	0.0921577753756545	0.0902765438224511	0.09218533299367893	0.09474446998259145	0.12668614394917332	0.12709588489699275	0.12735971292342496	0.0893455807879393	0.12176980448432329	0.08889941394183887	0.09013579611605527	0.09141216849087686	0.09114365830813964	0.08918251147581924	0.09254882216728555	0.0926244811861412	0.1219887711087585
